entry_ts_unix,exit_ts_unix,symbol,side,engine,entry,exit,gross_pnl,mfe,mae,exit_reason,hold_sec,spread_at_entry,confluence_score
1762966800,1763058942,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4196.15,4153.97,-0.421823,49.03,42.717,SL_HIT,92142,0,0
1762966800,1763058942,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,4196.15,4153.97,-0.421823,49.03,42.717,SL_HIT,92142,0,0
1763067600,1763126770,XAUUSD,SHORT,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,4164.44,4062.88,1.01566,101.441,46.875,TP_HIT,59170,0,0
1763125200,1763408768,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4116.49,4014.6,1.01899,102.555,2.655,TP_HIT,283568,0,0
1763413200,1763545715,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4041.45,4106.01,-0.645504,43.4185,65.165,SL_HIT,132515,0,0
1763521200,1763565324,XAUUSD,SHORT,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,4075.95,4130.54,-0.545928,11.307,55.088,SL_HIT,44124,0,0
1763550000,1763605036,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4108.81,4054.02,-0.547862,24.14,55.2165,SL_HIT,55036,0,0
1763715600,1763744112,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4041.53,4096.97,-0.554354,10.3565,55.817,SL_HIT,28512,0,0
1763629200,1764010375,XAUUSD,SHORT,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,4063.88,4118.9,-0.550295,41.425,55.5565,SL_HIT,381175,0,0
1763132400,1764037196,XAUUSD,SHORT,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,4083.09,4144.61,-0.61511,85.0585,61.8785,SL_HIT,904796,0,0
1763132400,1764037196,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,4083.09,4144.61,-0.61511,85.0585,61.8785,SL_HIT,904796,0,0
1764061200,1764123991,XAUUSD,SHORT,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,4116.49,4162.8,-0.463036,5.43,46.745,SL_HIT,62791,0,0
1764018000,1764543648,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,4132.25,4232.04,0.997907,98.742,22.568,TP_HIT,525648,0,0
1764054000,1764552446,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,4141.19,4234.17,0.929815,93.355,31.505,TP_HIT,498446,0,0
